Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Chara aspera","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara aspera","Algae","Genetic diversity assessment","","European","Urbaniak, J, Combik, M","2017","Amplified fragment length polymorphism (AFLP)-based differentiation of selected Chara species","Oceanological And Hydrobiological Studies","46:74-84","Empirical paper","","","","Charophytes are a group of green algae that grow in various types of water ecosystems and are characterized by a high degree of plasticity and morphological variation. To analyze the genetic diversity and taxonomic rank of several species from the genus Chara, the fingerprinting technique of Amplified Fragment Length Polymorphism (AFLP) was applied. We studied species that belong to sect. Grovesia (C. tenuispina, C. globularis, C. virgata, C. aspera and C. strigosa) and two species from the sect. Hartmania (C. intermedia and C. hispida). The individuals were collected in the field in north-eastern, central and eastern Poland. The species were identified based on morphological features and then analyzed using the AFLP fingerprinting method. UPGMA clustering and PCA analysis as well as morphological analysis revealed a clear separation of C. tenuispina and C. globularis, which formed separate clusters supported by high bootstrap values. Therefore, these species were distinguish as separate taxa, rather than varieties of C. globularis. Similarly, C. virgata also formed a separate cluster, thereby confirming that this taxon is a separate species, rather than a variety of C. globularis. The AFLP analysis did not show any differentiation between C. aspera and C. strigosa. The presented results do not fully support the taxonomic interpretation for the existence of several polymorphic species with numerous variations and forms, however, in some examples, the distinctive nature of the reproduction system may be used as a distinguishing feature of the taxa."
"Chara baltica","Algae","Genetic diversity assessment +  Taxonomic clarification","AFLP","European","Urbaniak, Jacek Combik, Michal","2013","Genetic and morphological data fail to differentiate Chara intermedia, from C. baltica, or C. polyacantha and C. rudis from C. hispida","European Journal Of Phycology","48:253-259","Empirical paper","","","","Genetic variation of five species belonging to the section Hartmania - Chara baltica, C. intermedia, C. hispida, C. polyacantha and C. rudis - was investigated using Amplified Fragment Length Polymorphism (AFLP) techniques. Chara intermedia can be distinguished from the others by the presence or absence of numerous morphological characters. However, probably because of the high variability of the morphological features and common occurrence of apparently transitional forms, more than 80 specimens of the five species were collected and analysed. The specimens were collected from a total of 24 sites, including freshwater localities and sites in the Baltic Sea, initially classified into the five species based on morphological features, and then analysed using AFLP; as an outgroup we used C. globularis. The specimens formed two groups, the first group comprising C. intermedia and C. baltica, the second C. hispida, C. rudis and C. polyacantha. No consistent genetic differences were found between species within each of the two groups. Transitional forms of C. hispida/C. rudis were placed in a clade between individuals of C. hispida and C. rudis. Local populations of some charophytes differ morphologically from one another, possibly as a result of local adaptation."
"Chara baltica","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara canescens","Algae","Genetic diversity assessment","AFLP +  Organelle sequences","European","Schaible, R Bergmann, I Bogle, M Schoor, A Schubert, H","2009","Genetic characterisation of sexually and parthenogenetically reproductive populations of Chara canescens (Charophyceae) using AFLP, rbcL, and SNP markers","Phycologia","32: 24-30","Empirical Paper","","","","Parthenogenetically reproducing Chara canescens (Charophyceae)
 populations have been described from several European locations.
 Sexually reproducing populations with female and male individuals are
 known only from the Neusiedler See located in Seewinkel National Park,
 Austria. Sexual and parthenogenetic populations probably coexist in
 this area, but no morphological attribute is known to differentiate
 between females of the two reproductive modes. To find markers
 associated with parthenogenesis, DNA samples from individuals of both
 reproductive modes were screened via amplified fragment length
 polymorphism (AFLP) analysis. Although no unique monomorphic loci for
 the reproduction systems could be identified, neighbour-joining
 analysis separated the individuals into two groups representing the two
 reproductive modes. The rbcL gene sequence analysis also revealed two
 nucleotide differences among these groups. Sequence characterization of
 the flanking region of one microsatellite locus from C. canescens
 individuals identified one insertion/deletion (indel) between the
 reproductive modes. This indel was converted via polymerase chain
 reaction into a marker associated with sexual reproduction. Further
 analysis of the AFLP data showed a high level of polymorphism and
 genetic diversity between and within populations of the reproductive
 modes. A larger sample size is needed to confirm the gene pool cluster
 and the degree of genetic diversity between the reproductive modes
 finally, but the successful development of a promising marker system
 for the reproduction mode provides a tool for future research to
 characterise geographical parthenogenesis of C. canescens in detail."
"Chara canescens","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara connivens","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara contraria","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara globularis","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara globularis","Algae","Genetic diversity assessment","","European","Urbaniak, J, Combik, M","2017","Amplified fragment length polymorphism (AFLP)-based differentiation of selected Chara species","Oceanological And Hydrobiological Studies","46:74-84","Empirical paper","","","","Charophytes are a group of green algae that grow in various types of water ecosystems and are characterized by a high degree of plasticity and morphological variation. To analyze the genetic diversity and taxonomic rank of several species from the genus Chara, the fingerprinting technique of Amplified Fragment Length Polymorphism (AFLP) was applied. We studied species that belong to sect. Grovesia (C. tenuispina, C. globularis, C. virgata, C. aspera and C. strigosa) and two species from the sect. Hartmania (C. intermedia and C. hispida). The individuals were collected in the field in north-eastern, central and eastern Poland. The species were identified based on morphological features and then analyzed using the AFLP fingerprinting method. UPGMA clustering and PCA analysis as well as morphological analysis revealed a clear separation of C. tenuispina and C. globularis, which formed separate clusters supported by high bootstrap values. Therefore, these species were distinguish as separate taxa, rather than varieties of C. globularis. Similarly, C. virgata also formed a separate cluster, thereby confirming that this taxon is a separate species, rather than a variety of C. globularis. The AFLP analysis did not show any differentiation between C. aspera and C. strigosa. The presented results do not fully support the taxonomic interpretation for the existence of several polymorphic species with numerous variations and forms, however, in some examples, the distinctive nature of the reproduction system may be used as a distinguishing feature of the taxa."
"Chara hispida","Algae","Taxonomic clarification","AFLP","","Mannschreck, B, Fink, T, Melzer, A","2002","Biosystematics of selected Chara species (Charophyta) using amplified fragment length polymorphism.","Phycologia","41: 657-666.","Empirical paper","","","","Species of the green algal genus Chara (Charophyta) frequently exhibit a great deal of morphological variability. For the first time, a polymerase chain reaction-based fingerprinting technique, amplified fragment length polymorphism (AFLP), was applied to detect genetic diversity in Chara. A total of 36 primer combinations were screened and the method was optimized for high sample throughput using three different fluorescence- label led primers simultaneously. Six primer pairs were selected for further investigations and tested with a total of 33 samples of C. hispida, C. intermedia and C tomentosa from several sampling sites. A total of 1265 different loci were detected. Ninety-nine percent of them showed polymorphisms. Although sample size was small, up to 91% intraspecific polymorphic loci were detected. The analysis included samples of C intermedia and C. hispida growing in the same habitat, as well as samples from other countries. Although genetic similarity between samples of C. intermedia and C hispida was high compared to C. tomentosa, clustering analysis revealed clear separation of samples according to morphological determination. Therefore, we disagree with R.D. Wood & K Imahori (1965. A revision of the Characeae, vol. 1. Monograph of the Characeae. J. Cramer, Weinheim) who classified C. intermedia as a variety of C. hispida. Because of its high sensitivity, AFLP is an ideal tool used for further investigating the biosystematics of the genus Chara."
"Chara hispida","Algae","Genetic diversity assessment +  Taxonomic clarification","AFLP","European","Urbaniak, Jacek Combik, Michal","2013","Genetic and morphological data fail to differentiate Chara intermedia, from C. baltica, or C. polyacantha and C. rudis from C. hispida","European Journal Of Phycology","48:253-259","Empirical paper","","","","Genetic variation of five species belonging to the section Hartmania - Chara baltica, C. intermedia, C. hispida, C. polyacantha and C. rudis - was investigated using Amplified Fragment Length Polymorphism (AFLP) techniques. Chara intermedia can be distinguished from the others by the presence or absence of numerous morphological characters. However, probably because of the high variability of the morphological features and common occurrence of apparently transitional forms, more than 80 specimens of the five species were collected and analysed. The specimens were collected from a total of 24 sites, including freshwater localities and sites in the Baltic Sea, initially classified into the five species based on morphological features, and then analysed using AFLP; as an outgroup we used C. globularis. The specimens formed two groups, the first group comprising C. intermedia and C. baltica, the second C. hispida, C. rudis and C. polyacantha. No consistent genetic differences were found between species within each of the two groups. Transitional forms of C. hispida/C. rudis were placed in a clade between individuals of C. hispida and C. rudis. Local populations of some charophytes differ morphologically from one another, possibly as a result of local adaptation."
"Chara hispida","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara intermedia","Algae","Taxonomic clarification","AFLP","","Mannschreck, B, Fink, T, Melzer, A","2002","Biosystematics of selected Chara species (Charophyta) using amplified fragment length polymorphism.","Phycologia","41: 657-666.","Empirical paper","","","","Species of the green algal genus Chara (Charophyta) frequently exhibit a great deal of morphological variability. For the first time, a polymerase chain reaction-based fingerprinting technique, amplified fragment length polymorphism (AFLP), was applied to detect genetic diversity in Chara. A total of 36 primer combinations were screened and the method was optimized for high sample throughput using three different fluorescence- label led primers simultaneously. Six primer pairs were selected for further investigations and tested with a total of 33 samples of C. hispida, C. intermedia and C tomentosa from several sampling sites. A total of 1265 different loci were detected. Ninety-nine percent of them showed polymorphisms. Although sample size was small, up to 91% intraspecific polymorphic loci were detected. The analysis included samples of C intermedia and C. hispida growing in the same habitat, as well as samples from other countries. Although genetic similarity between samples of C. intermedia and C hispida was high compared to C. tomentosa, clustering analysis revealed clear separation of samples according to morphological determination. Therefore, we disagree with R.D. Wood & K Imahori (1965. A revision of the Characeae, vol. 1. Monograph of the Characeae. J. Cramer, Weinheim) who classified C. intermedia as a variety of C. hispida. Because of its high sensitivity, AFLP is an ideal tool used for further investigating the biosystematics of the genus Chara."
"Chara intermedia","Algae","Genetic diversity assessment +  Taxonomic clarification","AFLP","European","Urbaniak, Jacek Combik, Michal","2013","Genetic and morphological data fail to differentiate Chara intermedia, from C. baltica, or C. polyacantha and C. rudis from C. hispida","European Journal Of Phycology","48:253-259","Empirical paper","","","","Genetic variation of five species belonging to the section Hartmania - Chara baltica, C. intermedia, C. hispida, C. polyacantha and C. rudis - was investigated using Amplified Fragment Length Polymorphism (AFLP) techniques. Chara intermedia can be distinguished from the others by the presence or absence of numerous morphological characters. However, probably because of the high variability of the morphological features and common occurrence of apparently transitional forms, more than 80 specimens of the five species were collected and analysed. The specimens were collected from a total of 24 sites, including freshwater localities and sites in the Baltic Sea, initially classified into the five species based on morphological features, and then analysed using AFLP; as an outgroup we used C. globularis. The specimens formed two groups, the first group comprising C. intermedia and C. baltica, the second C. hispida, C. rudis and C. polyacantha. No consistent genetic differences were found between species within each of the two groups. Transitional forms of C. hispida/C. rudis were placed in a clade between individuals of C. hispida and C. rudis. Local populations of some charophytes differ morphologically from one another, possibly as a result of local adaptation."
