Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Juniperus communis","Conifer","Gene flow +  Genetic diversity assessment","AFLP","European","Vanden-Broeck A, Gruwez R, Cox K, Adriaenssens S, Michalczyk IM, Verheyen K","2011","Genetic structure and seed-mediated dispersal rates of an endangered shrub in a fragmented landscape: a case study for Juniperus communis in northwestern Europe"," Bmc Genetics ","12","Empirical paper","","","","Background: Population extinction risk in a fragmented landscape is related to the differential ability of the
species to spread its genes across the landscape. The impact of landscape fragmentation on plant population
dynamics will therefore vary across different spatial scales. We quantified successful seed-mediated dispersal of the
dioecious shrub Juniperus communis in a fragmented landscape across northwestern Europe by using amplified
fragment length polymorphism (AFLP) markers. Furthermore we investigated the genetic diversity and structure on
two spatial scales: across northwestern Europe and across Flanders (northern Belgium). We also studied whether
seed viability and populations size were correlated with genetic diversity.
Results: Unexpectedly, estimated seed-mediated dispersal rates were quite high and ranged between 3% and
14%. No population differentiation and no spatial genetic structure were detected on the local, Flemish scale.
A significant low to moderate genetic differentiation between populations was detected at the regional, northwest
European scale (PhiPT = 0.10). In general, geographically nearby populations were also genetically related. High
levels of within-population genetic diversity were detected but no correlation was found between any genetic
diversity parameter and population size or seed viability.
Conclusions: In northwestern Europe, landscape fragmentation has lead to a weak isolation-by-distance pattern
but not to genetic impoverishment of common juniper. Substantial rates of successful migration by seed-mediated
gene flow indicate a high dispersal ability which could enable Juniperus communis to naturally colonize suitable
habitats. However, it is not clear whether the observed levels of migration will suffice to counterbalance the effects
of genetic drift in small populations on the long run."
"Juniperus communis","Conifer","Genetic diversity assessment +  Taxonomic clarification","Isozyme/Allozyme","Northern Hemisphere","Hantemirova, E. V., A. N. Berkutenko, and V. L. Semerikov","2012","Systematics and gene geography of Juniperus communis L. inferred from isoenzyme data","Russian Journal of Genetics","48:920-926","Empirical paper","","","","Using isoenzyme analysis, 35 populations of Juniperus communis L. from various parts of the Russian species range and by one population from Sweden and Alaska were studied. The total sample size was 1200 plants. As a result, the existence of J. communis var. oblonga in North Caucasus and J. communis var. depressa in North America was confirmed, but genetic differences between J. communis var. communis and J. communis var. saxatilis were not detected in the main part of the Russian species range (European part of Russia, Ural, Siberia). These populations proved to be genetically uniform with the same predominant allelic frequencies, which may evidence recent settling of this species from one of Central or East European refugium. J. communis var. saxatilis from northeastern Russia inhabiting the region behind Verkhoyansk mountain and Russian Far East showed considerable differentiation in frequencies of alleles at three loci and geographical subdivision. These populations also exhibit high intrapopulation variation. This can be connected with the refugium in this territory. The origin of this group is probably connected with migrations from Central Asia (Tibet) in the direction to northeastern Russia along mountains connecting Central and North Asia. It is also assumed that migrations of this species previously proceeded across the Beringian land bridge."
"Juniperus communis subsp. communis","Conifer","Genetic diversity assessment +  Taxonomic clarification","Organelle sequences","European","Filipowicz, N, Piotrowski, A, Ochocka, JR, Asztemborska, M","2006","The phytochemical and genetic survey of common and dwarf juniper (Juniperus communis and Juniperus nana) identifies chemical races and close taxonomic identity of the species","Planta Medica","72: 850-853","Empirical paper","","","","Juniperus communis L. (=J. communis var. communis) and Juniperus nana Willd. ( = J. communis var. saxatilis) are subspecies of juniper. J.communis grows widely in both hemispheres, primarily in lower elevations while J. nana is mainly observed in high mountains. Although they can be distinguished by morphological features, it is not known whether they are genetically and phytochemically distinct entities. We aimed to check whether it is possible to distinguish these two plants(i) by pharmaceutically important chemical traits and (ii) on the basis of intraspecifically highly polymorphic fragment of chloroplast DNA. We used GC with achiral as well as with enantioselective stationary phasecolumns to identify the main monoterpenes of the essential oil.Sequence analysis of the trnL (UAA)-trnF (GAA) intergenic spacer of the chloroplast genome was used as a genetic marker of taxonomic identity between these two subspecies. The chromatographic analysis showed the existence of three chemical races the a-pinene type, the sabinene typeand one with intermediate contents of these terpenes among both J.communis and J. nana. Surprisingly, sequence analysis of trnL(UAA)-trnF (GAA) revealed 100% similarity between the common and the dwarf juniper. Thus, the monoterpene pattern is related to geographical origin, and not to the species identity. We suggest that the three chemical races identified in the present study should be considered asseparate sources of pharmaceutical raw material. Our resultsdemonstrate that the contents of a-pinene and sabinene may be appliedas a quick diagnostic test for preeliminary evaluation of plant material."
"Juniperus communis subsp. nana","Conifer","Genetic diversity assessment +  Taxonomic clarification","Organelle sequences","European","Filipowicz, N, Piotrowski, A, Ochocka, JR, Asztemborska, M","2006","The phytochemical and genetic survey of common and dwarf juniper (Juniperus communis and Juniperus nana) identifies chemical races and close taxonomic identity of the species","Planta Medica","72: 850-853","Empirical paper","","","","Juniperus communis L. (=J. communis var. communis) and Juniperus nana Willd. ( = J. communis var. saxatilis) are subspecies of juniper. J.communis grows widely in both hemispheres, primarily in lower elevations while J. nana is mainly observed in high mountains. Although they can be distinguished by morphological features, it is not known whether they are genetically and phytochemically distinct entities. We aimed to check whether it is possible to distinguish these two plants(i) by pharmaceutically important chemical traits and (ii) on the basis of intraspecifically highly polymorphic fragment of chloroplast DNA. We used GC with achiral as well as with enantioselective stationary phasecolumns to identify the main monoterpenes of the essential oil.Sequence analysis of the trnL (UAA)-trnF (GAA) intergenic spacer of the chloroplast genome was used as a genetic marker of taxonomic identity between these two subspecies. The chromatographic analysis showed the existence of three chemical races the a-pinene type, the sabinene typeand one with intermediate contents of these terpenes among both J.communis and J. nana. Surprisingly, sequence analysis of trnL(UAA)-trnF (GAA) revealed 100% similarity between the common and the dwarf juniper. Thus, the monoterpene pattern is related to geographical origin, and not to the species identity. We suggest that the three chemical races identified in the present study should be considered asseparate sources of pharmaceutical raw material. Our resultsdemonstrate that the contents of a-pinene and sabinene may be appliedas a quick diagnostic test for preeliminary evaluation of plant material."
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Organelle southern RFLP","European","Sinclair, WT, Morman, JD and Ennos, RA","1999","The post-glacial history of Scots pine (Pinus sylvestris L.) in western Europe: evidence from mitochondrial DNA variation.","Molecular Ecology","8: 80-83.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Organelle southern RFLP","Country: Scotland","Sinclair, WT, Morman, JD and Ennos, RA","1998","Multiple origins for Scots pine (Pinus sylvestris L.) in Scotland: evidence from mitochondrial DNA variation.","Heredity","80: 233-240.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Organelle microsatellite","European","Soranzo, N, Alia, R, Provan, J and Powell, W","2000","Patterns of variation at a mitochondrial sequence-tagged-site locus provides new insights into the postglacial history of European Pinus sylvestris populations.","Molecular Ecology","9: 1205-1211.","Empirical paper","","","","Due to their maternal mode of inheritance, mitochondrial markers can be regarded as almost ‘ideal’ tools in evolutionary studies of conifer populations. In the present study, polymorphism was analysed at one mitochondrial intron ( nad 1, exon B/C) in 23 native European Pinus sylvestris populations. In a preliminary screening for variation using a polymerase chain reaction–restriction fragment length polymorphism approach, two length variants were identified. By fully sequencing the 2.5 kb region, the observed length polymorphism was found to result from the insertion of a 31 bp sequence, with no other mutations observed within the intron. A set of primers was designed flanking the observed mutation, which identified a novel sequence-tagged-site mitochondrial marker for P. sylvestris . Analysis of 747 trees from the 23 populations using these primers revealed the occurrence of two distinct haplotypes in Europe. Within the Iberian Peninsula, the two haplotypes exhibited extensive population differentiation ( F ST = 0.59; P £ 0.001) and a marked geographical structuring. In the populations of central and northern Europe, one haplotype largely predominated, with the second being found in only one individual of one population."
"Pinus sylvestris","Conifer","Marker development","Nuclear microsatellite","","Soranzo, N, Provan, J and Powell, W","1998","Characterization of microsatellite loci in Pinus sylvestris L.","Molecular Ecology","7: 1260-1261.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Phylogeography","Isozyme/Allozyme","Country: Scotland","Ennos, RA, Sinclair, WT and Perks, MT","1997","Genetic insights into the evolution of scots pine, Pinus sylvestris L., in Scotland.","Botanical Journal of Scotland","49: 257-265.","Summary Paper","","","",""
"Pinus sylvestris","Conifer","Conservation +  Phylogeography","Isozyme/Allozyme +  Organelle PCR RFLP +  Organelle southern RFLP","","Ennos, RA, Worrell, R and Malcolm, DC","1998","The genetic management of native species in Scotland.","Forestry","71: 1-23.","Summary Paper","","","","Changes in forestry policy have increased the importance and extended the scope of genetic management of native species. Recent debate on genetic management prescriptions has been conducted with insufficient access to sound scientific information. This paper attempts to remedy this by: (1) presenting an overview of genetic variation and the processes which control it; (2) reviewing current measures; and (3) proposing a range of improvements ti, policy and practice. Genetic variation in Scottish tree and shrub populations is a neglected field of research, except for Scots pine (Pinus sylvestris). Some useful information can be provided by considering the history, ecology and biology of species together with genetic theory. Current patterns of variation reflect both the historical origins (as demonstrated by biochemical markers) and adaptation through natural selection (as indicated by provenance research). Existing populations probably still retain significant elements of adaptive variation; though this will vary according to species, with some showing close correlation between patterns of adaptive variation and environmental factors and others being more plastic. Indigenous genepools have been modified by fragmentation, changes in the forest environment, and introduction of foreign material, much of which is maladapted to upland sites. With some exceptions, the levels of genetic variation in existing indigenous populations comprise an adequate basis for restoring and expanding native woodland. The current undiscriminating use of continental provenances needs to be strongly discouraged; but equally restricting choice of seed sources to the most local provenances can also be inappropriate. Use of Scottish material from the same region and similar site type as the planting site needs to be encouraged. Current genetic management measures are rudimentary and fail to address adequately key issues of provenance choice, genetic conservation, seed supply or provision of selected or improved material, especially in broadleaves. Changes in legislation, regulation, seed supply, advice and research are proposed to address these shortcomings. The need for more provenance research is highlighted."
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Isozyme/Allozyme","Country: Scotland","Kinloch, BB, Westfall, RD and Forrest, GI","1986","Caledonian scots pine: origins and genetic structure.","New Phytologist","104: 703-729.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Conservation +  Genetic diversity assessment","Isozyme/Allozyme","","Soutar, RG and Spencer, JW","1991","The conservation of genetic variation in Britain's native trees.","Forestry","64: 1-12.","Summary Paper","","","",""
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Organelle microsatellite","European","Provan, J, Soranzo, N, Wilson, NJ, et al","1998","Gene-pool variation in Caledonian and European Scots pine (Pinus sylvestris L.) revealed by chloroplast simple-sequence repeats.","Proceedings of the Royal Society of London B","265: 1697-1705.","Empirical paper","","","","We have used polymorphic chloroplast simple-sequence repeats to analyse levels of genetic variation within and between seven native Scottish and eight mainland European populations of Scots pine (Pinus sylvestris L.). Diversity levels for the Scottish populations based on haplotype frequency were far in excess of those previously obtained using monoterpenes and isozymes and confirmed lower levels of genetic variation within the derelict population at Glen Falloch. The diversity levels were higher than those reported in similar studies in other Pinus species. An analysis of molecular variance (AMOVA) showed that small (3.24-8.81%) but significant (P less than or equal to 0.001) portions of the variation existed between the populations and that there was no significant difference between the Scottish and the mainland European populations. Evidence of population substructure was found in the Rannoch population, which exhibited two subgroups. Finally, one of the loci studied exhibited an allele distribution uncharacteristic of the stepwise mutation model of evolution of simple-sequence repeats, and sequencing of the PCR products revealed that this was due to a duplication rather than slippage in the repeat region. An examination of the distribution of this mutation suggests that it, may have occurred fairly recently in the Wester Ross region or that it may be evidence of a refugial population."
"Pinus sylvestris","Conifer","Conservation +  Genetic diversity assessment","To confirm","","Ennos, RA","1991","Genetic variation in Caledonian pine populations: origins, exploitation and conservation.","Genetic variation in European populations of forest trees.","235-249.","Empirical paper","G. Muller-Stark and M. Ziehe.","Sauerlander's Verlag","Frankfurt am Main",""
"Pinus sylvestris","Conifer","Genetic diversity assessment","To confirm","","Sinclair, W, Morman, J, Helgason, T and Ennos, RA","1995","Studies of DNA variation in native Scots pine.","Our Pinewood Heritage.","251.","Empirical paper","J.R. Aldhous.","Bell & Bain.","Glasgow.",""
"Pinus sylvestris","Conifer","Phylogeography","Organelle PCR RFLP","European","Cheddadi, R, Vendramin, GG, Litt, T, Francois, L, Kageyama, M, Lorentz, S, Laurent, JM, de Beaulieu, JL, Sadori, L, Jost, A, Lunt, D","2006","Imprints of glacial refugia in the modern genetic diversity of Pinus sylvestris","Global Ecology and Biogeography","15: 271-282","Empirical paper","","","","Aim To understand the impact of glacial refugia and migration pathways on the modern genetic diversity of Pinus sylvestris. Location The study was carried out throughout Europe. Methods An extended set of data of pollen and macrofossil remains was used to locate the glacial refugia and reconstruct the migrating routes of P. sylvestris throughout Europe. A vegetation model was used to simulate the extent of the potential refugia during the last glacial period. At the same time a genetic survey was carried out on this species. Results The simulated distribution of P. sylvestris during the last glacial period is coherent with the observed fossil data, which showed a patchy distribution of the refugia between c. 40 degrees N and 50 degrees N. Several migrational fronts were detected within the Iberian and the Italian peninsulas, and outside the Hungarian plain and around the Alps. The modern mitochondrial DNA depicted three different haplotypes for P. sylvestris. Two distinct haplotypes were restricted to northern Spain and Italy, and the third haplotype dominated most of the present-day remaining distribution range of P. sylvestris in Europe. Main concluions During the last glacial period P. sylvestris was constrained under severe climatic conditions to survive in scattered and restricted refugial areas. Combining palaeoenvironmental data, vegetation modelling and the genetic data, we have shown that the long-term isolation in the glacial refugia and the migrational process during the Holocene have played a major role in shaping the modern genetic diversity of P. sylvestris in Europe."
"Pinus sylvestris","Conifer","Genecology","","European","Ennos, RA and Perks, MP","1995","Provenance and family variation for height growth, branching frequency and flushing dates in native Scots pine","Our Pinewood Heritage.","","Empirical paper","J. Aldous","Bell and Bain","Inverness",""
"Pinus sylvestris","Conifer","Genetic diversity assessment","","Country: Scotland","Forrest, GI","1980","Genotypic variation among native Scots pine populations in Scotland based on monoterpene analysis","Forestry","53: 101-128","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Genetic diversity assessment","","European","Forrest, GI","1982","Relationship of some European Scots pine populations to native woodlands based on monoterpene analysis","Forestry","55: 19-37","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Conservation +  Genetic diversity assessment","","Country: Scotland","Forrest, GI","1992","Conservation of the native pinewoods of Scotland: the role of gene pool analysis","Scottish Forestry","46: 194-201","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Genecology","","European","Worrell, R","1992","A comparison between European and British provenances of some British native trees: growth, survival and stem form.","Forestry","65: 253-280","Empirical paper","","","","Data describing the growth, survival and stem form of: a) European continental, and b) British provenances of trees native to Britain were collated from Forestry Commission records. The growth rates of European continental provenances of Scots pine (Pinus sylvestris), silver birch (Betula pendula), sessile oak (Quercus petraea) and common alder (Alnus glutinosa) were inferior to those of British provenances in 90 per cent of cases. European provenances of these species also showed inferior survival. The growth rates of continental provenances of beech (Fagus sylvatica) were superior to British provenances in about 50 per cent of cases, provenances from northern France, Belgium and Holland being the fastest growing. Relationships between the relative height growth of foreign provenances and latitude were demonstrated for Scots pine, silver birch and beech (relative height growth = the height growth of a foreign provenance expressed relative to that of British provenances at the same site). The continental provenances that grew best originated at 0-4-degrees-south of the latitudes of the planting sites. Relative height growth decreased both north and south of these latitudes. In the case of oak, relative height growth did not vary widely between origins. The survival of continental provenances of Scots pine was particularly poor on exposed upland sites. The stem form of British provenances of Scots pine was intermediate between Fennoscandian provenances and provenances from the rest of Europe. In oak and beech there was generally little difference in stem form between British and continental provenances, but the best continental provenances (Belgian beech; French oak) were most reliable. The growth and survival of native trees is interpreted in the light of the post-glacial history of these species. The implications regarding the continued use of seed of native hardwoods imported from continental Europe are discussed."
"Pinus sylvestris","Conifer","Genecology +  Genetic diversity assessment","Isozyme/Allozyme +  Nuclear microsatellite +  Nuclear RFLP +  RAPD","European","Karhu, A, Hurme, P, Karjalainen, M, Karvonen, P, Karkkainen, K, Neale, D, Savolainen, O","1996","Do molecular markers reflect patterns of differentiation in adaptive traits of conifers?.","Theoretical and Applied Genetics","93: 215-221.","Empirical paper","","","","We have examined patterns of variation of several kinds of molecular markers (isozymes, RFLPs of ribosomal DNA and anonymous low-copy number DNA, RAPDs and microsatellites) and an adaptive trait [date of bud set in Scots pine (Pinus sylvestris L.)]. The study included Finnish Scots pine populations (from latitude 60 degrees N to 70 degrees N) which experience a steep climatic gradient. Common garden experiments show that these populations are adapted to the location of their origin and genetically differentiated in adaptive quantitative traits, e.g. the date of bud set in first-year seedlings. In the northernmost population, bud set took place about 21 days earlier than in the southernmost population. Of the total variation in bud set, 36.4% was found among the populations. All molecular markers showed high levels of within-population variation, while differentiation among populations was low. Among all the studied markers, microsatellites were the most variable ((H) over bar(e)=0.77). Differences between populations were small, G(ST) was less than 0.02. Our study suggests that molecular markers may be poor predictors of the population differentiation of quantitative traits in Scots pine, as exemplified here by bud-set date."
"Pinus sylvestris","Conifer","Genetic diversity & landscape management","Isozyme/Allozyme","European","Bakhtiyarova, RM","1997","Genetic variation in Scotch pine (Pinus sylvestris L) under industrial pollution in the southern Urals: Mutagenesis.","Genetika","33: 644-649.","Empirical paper","","","","Mutant isozymes, revealed by polyacrylamide gel electrophoresis, were studied in three Scotch pine populations. Two populations were located in regions strongly contaminated by industrial air pollutants. The third population was a control and occupied an uncontaminated region. It was shown that the rate of spontaneous mutagenesis increased under industrial stress. Total frequencies of mutations and mutation- like events per locus calculated for three groups of abnormal isozymes were 7.2 x 10(-4) and 4.60 x 10(-3) in populations under industrial pollution and 1.6 x 10(-4) in the control."
"Pinus sylvestris","Conifer","Genetic diversity & landscape management +  Genetic diversity assessment","Isozyme/Allozyme","European","Bakhtiyarova, RM, Yanbaev, YA","1996","Genetic variation in Scotch Pine (Pinus sylvestris L) under industrial pollution in the southern Urals: Comparison of tree groups differing in life state.","Genetika","32: 1135-1141.","Empirical paper","","","","Sixteen polymorphic loci controlling ten enzyme systems were studied to compare genetic variation in Scotch pine groups differing in life state (degree of crown damage) and grown near industrial factories. Most indices used to analyze samples grown hear a magnesium plant and copper works in Chelyabinskaya oblast showed that genetic variation was higher in less damaged trees."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","","Bergmann, F, Hattemer, HH","1995","Isozyme gene loci and their allelic variation in Pinus sylvestris L and Pinus cembra L.","Silvae Genetica","44: 286-289.","Empirical paper","","","","The genetic structure and variation of 5 Scots pine (P. sylvestris L.) and 4 Swiss stone pine (P. cembra L.) populations was compared using allele frequency data from the same isozyme-gene-systems. Differences between the 2 pine species belonging to the subgenera Pinus and Strobus, respectively, concern both the number of controlling gene loci and the number and frequency of alleles. Although Scots pine is characterized by larger populations and a wider natural range than Swiss stone pine, the genetic diversity values did not generally differ to a similar degree or in the direction expected. While Scots pine possesses higher diversity at several enzyme loci, Swiss stone pine reaches the same degree of diversity or even a higher degree at other loci. Interestingly, the greatest differences in gene diversity between the 2 pine species were detected for isozyme-gene- systems that differ in the number of controlling loci, suggesting that variable allozymes at only 1 (or 2) loci and invariant isozymes at multiple loci are alternate forms of enzyme adaptation in the 2 species. The relationship between such adaptive strategies at the enzyme level and the ecological conditions and life history traits of the 2 species are discussed."
